time,TP9,AF7,AF8,TP10,AUX
1656239071170.0312,70.3125,-56.15234375,138.18359375,29.296875,4.39453125
1656239071173.9375,83.49609375,-49.8046875,198.73046875,63.4765625,-36.1328125
1656239071177.8438,131.8359375,-70.80078125,95.21484375,74.21875,-17.578125
1656239071181.75,136.23046875,-105.46875,-65.91796875,111.328125,25.390625
1656239071185.6562,91.796875,-100.5859375,-0.9765625,122.0703125,64.94140625
1656239071189.5625,132.8125,-88.8671875,73.73046875,145.01953125,108.3984375
1656239071193.4688,206.0546875,-89.35546875,72.75390625,187.01171875,129.39453125
1656239071197.375,187.5,-141.6015625,-127.9296875,189.94140625,274.4140625
1656239071201.2812,152.83203125,-104.4921875,-166.9921875,190.91796875,370.60546875
1656239071205.1875,217.28515625,-13.671875,209.47265625,237.79296875,41.50390625
1656239071209.0938,243.1640625,-73.2421875,111.328125,239.74609375,-76.171875
1656239071213,177.24609375,-107.421875,-74.21875,185.05859375,-14.6484375
1656239071216.9062,175.29296875,-109.375,-9.27734375,181.15234375,-81.54296875
1656239071220.8125,191.40625,-141.11328125,-47.8515625,183.10546875,-68.359375
1656239071224.7188,218.75,-145.99609375,-164.55078125,200.68359375,-21.484375
1656239071228.625,199.70703125,-122.55859375,-136.23046875,225.09765625,0.9765625
1656239071232.5312,167.96875,-117.67578125,-92.7734375,211.42578125,108.3984375
1656239071236.4375,224.12109375,-132.32421875,-137.6953125,232.91015625,66.89453125
1656239071240.3438,192.87109375,-130.859375,-238.28125,205.078125,32.2265625
1656239071244.25,123.53515625,-100.09765625,-437.01171875,170.41015625,390.625
1656239071248.1562,140.13671875,-73.73046875,-101.5625,181.640625,256.34765625
1656239071252.0625,142.08984375,98.6328125,39.0625,169.43359375,-75.68359375
1656239071255.9688,87.40234375,786.1328125,-215.8203125,137.6953125,-18.5546875
1656239071259.875,70.3125,-985.3515625,-241.69921875,116.2109375,-34.1796875
1656239071263.7812,65.4296875,796.875,-222.16796875,98.14453125,-81.54296875
1656239071267.6875,47.36328125,748.046875,-283.69140625,74.70703125,-47.8515625
1656239071271.5938,46.875,724.12109375,-356.4453125,78.125,26.3671875
1656239071275.5,32.71484375,700.68359375,-284.1796875,70.3125,-18.06640625
1656239071279.4062,18.06640625,669.921875,-357.421875,52.734375,-11.71875
1656239071283.3125,1.46484375,649.4140625,-443.359375,42.48046875,7.32421875
1656239071287.2188,-27.34375,647.94921875,-539.55078125,16.11328125,141.6015625
1656239071291.125,-55.17578125,655.2734375,-374.0234375,14.6484375,217.7734375
1656239071295.0312,-66.40625,673.33984375,-173.828125,-1.46484375,-58.59375
1656239071298.9375,-60.05859375,682.12890625,-405.76171875,-24.90234375,-59.5703125
1656239071302.8438,-60.05859375,682.12890625,-541.9921875,-5.37109375,154.296875
1656239071306.75,-70.80078125,704.1015625,-404.296875,-18.06640625,52.24609375
1656239071310.6562,-81.54296875,713.37890625,-293.45703125,-31.25,-79.58984375
1656239071314.5625,-53.22265625,701.66015625,-439.453125,-19.53125,-0.48828125
1656239071318.4688,-47.8515625,679.6875,-571.77734375,-19.04296875,106.4453125
1656239071322.375,-80.078125,655.2734375,-388.671875,-17.08984375,13.671875
1656239071326.2812,-99.12109375,608.88671875,-410.15625,-27.83203125,-19.04296875
1656239071330.1875,-97.16796875,561.03515625,-509.27734375,-29.78515625,112.3046875
1656239071334.0938,-68.84765625,531.25,-543.45703125,-7.8125,304.19921875
1656239071338,-76.66015625,514.16015625,-273.92578125,-0.9765625,95.703125
1656239071341.9062,-83.984375,472.16796875,-259.27734375,-17.08984375,-118.1640625
